epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,774.408,1.73643,2.93764,1.78699,0.05357,0.39379,0.06273,0.0187,2.8442,47.9674,3.30685,0.000552614,0.000552614,0.000552614
2,1786.32,2.3607,3.17562,2.24769,0.02791,0.08,0.01355,0.00336,3.41651,52.599,4.05704,0.00109457,0.00109457,0.00109457
